id,Synopstationsnummer,Stationsname,Länge [°E],Breite [°N],Höhe [m],Startdatum,Enddatum,Bundesland,Sonnenschein,Globalstrahlung,Synop,Verknüpfungsnummer,Startdatum Teilzeitreihe,Enddatum Teilzeitreihe,zusammengesetzt
13115,,Seckau,14.778611,47.270557,855.0,1999-06-01 00:00:00+00:00,2002-01-31 00:00:00+00:00,Steiermark,False,False,,124,1999-06-01 00:00:00+00:00,2002-01-31 23:59:59+00:00,nein
13116,11166,Seckau,14.77861,47.27083,872.0,2002-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,124,2002-02-01 00:00:00+00:00,,nein
13120,11362,Kalwang,14.75961,47.42126,743.6,1994-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,44,1994-04-01 00:00:00+00:00,,nein
13250,11174,St. Michael bei Leoben,15.005,47.335556,570.0,1984-09-01 00:00:00+00:00,2013-05-14 00:00:00+00:00,Steiermark,True,True,,,,,nein
13300,,Bruck an der Mur,15.26667,47.41667,489.0,1895-01-01 00:00:00+00:00,1984-12-31 00:00:00+00:00,Steiermark,True,False,,17,1895-01-01 00:00:00+00:00,1984-12-31 23:59:59+00:00,nein
13301,,Bruck an der Mur,15.25111,47.40583,480.0,1985-01-01 00:00:00+00:00,2004-12-31 00:00:00+00:00,Steiermark,False,False,,17,1985-01-01 00:00:00+00:00,2004-12-31 23:59:59+00:00,nein
13302,11175,Bruck an der Mur,15.24972,47.40556,482.0,2004-12-01 00:00:00+00:00,2025-11-11 00:00:00+00:00,Steiermark,True,True,,17,2005-01-01 00:00:00+00:00,2025-10-20 05:45:59+00:00,nein
13303,11175,Bruck an der Mur / Oberdorf,15.233611,47.403056,489.0,2025-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,17,2025-11-20 07:00:00+00:00,,nein
13305,11370,Kapfenberg,15.29828,47.44592,504.7,1997-03-01 00:00:00+00:00,2018-05-22 00:00:00+00:00,Steiermark,True,True,,217,1997-03-01 00:00:00+00:00,2018-05-22 23:59:59+00:00,nein
13308,11249,Frohnleiten,15.315,47.25556,421.0,2008-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,nein
13312,11274,Leoben,15.08667,47.37833,544.0,2012-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,nein
13400,,Rechberg,15.416389,47.262779,926.0,1968-04-17 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark,True,False,,,,,nein
13401,11176,Kapfenberg Flugfeld,15.33556,47.45833,515.0,2018-05-23 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,217,2018-05-23 00:00:00+00:00,,nein
13500,,Birkfeld,15.683333,47.366665,623.0,1941-10-01 00:00:00+00:00,1991-12-31 00:00:00+00:00,Steiermark,True,False,,,,,nein
13510,,Fischbach,15.6725,47.447224,1020.0,1980-10-01 00:00:00+00:00,1995-12-31 00:00:00+00:00,Steiermark,False,False,,25,1981-01-01 00:00:00+00:00,1995-12-31 23:59:59+00:00,nein
13515,11173,Fischbach,15.64389,47.44417,1034.4,1995-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,25,1996-01-01 00:00:00+00:00,,nein
13600,,Altenberg/Hartberg,16.031389,47.256668,429.0,1980-04-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark,False,False,,,,,nein
13605,11390,Hartberg,15.97861,47.28056,329.6,1994-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,nein
13606,11398,Rohrbach an der Lafnitz/Eichberg,15.93694,47.4,692.0,2009-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,nein
13640,8989042,Kroisegg,16.042223,47.378613,444.0,2016-06-07 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,nein
13700,,Bernstein,16.25,47.400002,615.0,1949-11-01 00:00:00+00:00,1990-02-28 00:00:00+00:00,Burgenland,False,False,,13,1949-11-01 00:00:00+00:00,1990-02-28 23:59:59+00:00,nein
13701,,Bernstein,16.260555,47.405277,600.0,1990-03-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Burgenland,False,False,,13,1990-03-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
13702,11197,Bernstein,16.26139,47.40833,630.8,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,13,2008-01-01 00:00:00+00:00,,nein
13706,11193,Bad Tatzmannsdorf,16.225,47.33797,347.2,2004-09-17 00:00:00+00:00,2024-01-31 00:00:00+00:00,Burgenland,True,False,,140,2004-09-17 00:00:00+00:00,2024-01-24 23:59:59+00:00,nein
13707,11193,Bad Tatzmannsdorf,16.228056,47.328056,332.0,2024-01-24 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,False,,140,2024-01-25 00:00:00+00:00,,nein
13800,,Glashütten,16.383888,47.382221,421.0,1973-07-01 00:00:00+00:00,1995-12-31 00:00:00+00:00,Burgenland,True,False,,,,,nein
13805,11397,Hirschenstein,16.379168,47.345276,858.9,2007-02-14 00:00:00+00:00,2014-09-16 00:00:00+00:00,Burgenland,True,True,,,,,nein
13811,11396,Rechnitz,16.45417,47.30139,308.0,2006-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,False,,180,2006-12-01 00:00:00+00:00,,nein
13905,,Lutzmannsburg,16.661388,47.465,198.0,1995-01-01 00:00:00+00:00,1996-01-31 00:00:00+00:00,Burgenland,False,False,,58,1995-01-01 00:00:00+00:00,1995-10-31 23:59:59+00:00,nein
13906,11393,Lutzmannsburg,16.66056,47.46417,201.0,1995-10-08 00:00:00+00:00,2000-05-31 00:00:00+00:00,Burgenland,True,False,,58,1995-11-01 00:00:00+00:00,2000-05-31 23:59:59+00:00,nein
13907,11393,Lutzmannsburg,16.64556,47.46528,200.8,2000-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,58,2000-06-01 00:00:00+00:00,,nein
14100,,Bürs,9.833333,47.145832,567.0,1965-05-01 00:00:00+00:00,2001-10-31 00:00:00+00:00,Vorarlberg,False,False,,,,,nein
14103,11099,Bludenz,9.82944,47.14778,571.0,2015-09-15 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,181,2015-09-15 00:00:00+00:00,,nein
14104,11102,Bludenz,9.823611,47.154167,564.8,2007-08-01 00:00:00+00:00,2015-09-09 00:00:00+00:00,Vorarlberg,True,True,,181,2007-08-01 00:00:00+00:00,2015-09-09 13:00:00+00:00,nein
14105,,Bludenz,9.835834,47.142222,575.0,2001-08-17 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,False,False,,181,2001-09-01 00:00:00+00:00,2007-07-31 23:59:59+00:00,nein
14106,,Bludenz,9.833333,47.150002,570.0,1936-01-01 00:00:00+00:00,1940-03-31 00:00:00+00:00,Vorarlberg,False,False,,181,1936-01-01 00:00:00+00:00,1940-03-31 23:59:59+00:00,nein
14107,,Bludenz,9.816667,47.166668,598.0,1943-01-01 00:00:00+00:00,1945-02-28 00:00:00+00:00,Vorarlberg,False,False,,181,1943-01-01 00:00:00+00:00,1945-02-28 23:59:59+00:00,nein
14108,,Bludenz,9.816667,47.166668,599.0,1947-09-01 00:00:00+00:00,1950-06-30 00:00:00+00:00,Vorarlberg,False,False,,181,1947-09-01 00:00:00+00:00,1950-06-30 23:59:59+00:00,nein
14109,,Bludenz,9.816667,47.166668,567.0,1950-07-01 00:00:00+00:00,1964-07-31 00:00:00+00:00,Vorarlberg,False,False,,181,1950-07-01 00:00:00+00:00,1964-07-31 23:59:59+00:00,nein
14110,,Laz,9.816667,47.183334,900.0,1976-07-01 00:00:00+00:00,1990-03-31 00:00:00+00:00,Vorarlberg,False,False,,,,,nein
14111,,Muttersberg/Madeisa,9.825277,47.180557,1384.0,1990-04-01 00:00:00+00:00,1992-08-31 00:00:00+00:00,Vorarlberg,False,False,,,,,nein
14115,11304,Brand,9.73833,47.10306,1029.0,2001-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,nein
14130,,Muttersberg,9.825277,47.180557,1384.0,1959-10-01 00:00:00+00:00,1972-03-31 00:00:00+00:00,Vorarlberg,False,False,,,,,nein
14135,,Schlins,9.7,47.200001,519.0,1963-02-19 00:00:00+00:00,1974-06-30 00:00:00+00:00,Vorarlberg,False,False,,,,,nein
14150,,Bludenz Bleiche,9.8,47.166668,580.0,1995-01-01 00:00:00+00:00,1996-12-31 00:00:00+00:00,Vorarlberg,False,False,,,,,nein
14200,,Vandans,9.864445,47.089443,670.0,1977-07-01 00:00:00+00:00,2008-05-31 00:00:00+00:00,Vorarlberg,True,True,,,,,nein
14300,,St. Anton am Arlberg,10.27028,47.13611,1298.0,1957-01-01 00:00:00+00:00,2002-03-31 00:00:00+00:00,Tirol,False,False,,119,1957-01-01 00:00:00+00:00,2002-03-31 23:59:59+00:00,nein
14301,,St. Anton am Arlberg,10.27,47.13167,1289.0,2002-04-01 00:00:00+00:00,2025-05-31 00:00:00+00:00,Tirol,False,False,,119,2002-04-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
14302,11311,St. Anton am Arlberg,10.26667,47.13139,1304.1,2007-08-03 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,119,2008-01-01 00:00:00+00:00,,nein
14303,,St. Anton am Arlberg,10.266666,47.133335,1305.0,1938-02-01 00:00:00+00:00,1943-02-28 00:00:00+00:00,Tirol,False,False,,119,1938-02-01 00:00:00+00:00,1943-02-28 23:59:59+00:00,nein
14304,,St. Anton am Arlberg,10.266666,47.133335,1350.0,1946-01-15 00:00:00+00:00,1950-12-31 00:00:00+00:00,Tirol,False,False,,119,1946-01-01 00:00:00+00:00,1950-12-31 23:59:59+00:00,nein
14305,11110,Galzig,10.23028,47.12972,2079.0,1993-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,nein
14308,11124,Valluga,10.21278,47.1575,2805.0,2011-02-14 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,False,False,,,,,nein
14310,,Langen am Arlberg,10.124722,47.134998,1270.0,1895-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,False,False,,,,,nein
14311,11307,Langen am Arlberg,10.12333,47.13167,1221.0,2007-08-06 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,nein
14400,,Landeck,10.56667,47.13333,818.0,1946-02-01 00:00:00+00:00,1986-04-30 00:00:00+00:00,Tirol,False,False,,50,1946-02-01 00:00:00+00:00,1986-03-31 23:59:59+00:00,nein
14401,,Landeck,10.56667,47.13333,785.0,1986-01-01 00:00:00+00:00,1993-06-30 00:00:00+00:00,Tirol,True,True,,50,1986-04-01 00:00:00+00:00,1993-06-30 23:59:59+00:00,nein
14403,11112,Landeck,10.56364,47.14025,795.6,1993-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,50,1993-07-01 00:00:00+00:00,,nein
14500,,Hochserfaus,10.6,47.033333,1815.0,1935-01-01 00:00:00+00:00,1988-12-31 00:00:00+00:00,Tirol,True,True,,,,,nein
14510,,Imst,10.741667,47.236111,785.0,1936-01-01 00:00:00+00:00,1983-05-31 00:00:00+00:00,Tirol,True,False,,38,1936-01-01 00:00:00+00:00,1983-05-31 23:59:59+00:00,nein
14511,,Imst,10.729722,47.23111,910.0,1984-01-01 00:00:00+00:00,1987-05-16 00:00:00+00:00,Tirol,False,False,,38,1984-01-01 00:00:00+00:00,1987-05-16 23:59:59+00:00,nein
14512,,Imst,10.741111,47.24889,860.0,1987-12-17 00:00:00+00:00,2024-10-08 00:00:00+00:00,Tirol,False,False,,38,1987-12-17 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
14513,11115,Imst,10.74222,47.23694,773.0,2007-08-17 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,38,2008-01-01 00:00:00+00:00,,nein
14515,,Ried in Tirol,10.65,47.049999,826.0,1933-10-01 00:00:00+00:00,1945-02-28 00:00:00+00:00,Tirol,False,False,,,,,nein
14520,,Prutz,10.666667,47.066666,870.0,1967-07-01 00:00:00+00:00,2005-02-28 00:00:00+00:00,Tirol,True,False,,138,1967-07-01 00:00:00+00:00,2004-11-30 23:59:59+00:00,nein
14521,11313,Prutz,10.66472,47.06861,871.0,2004-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,138,2004-12-01 00:00:00+00:00,,nein
14600,,Haiming,10.85,47.25,695.0,1965-09-01 00:00:00+00:00,2000-05-31 00:00:00+00:00,Tirol,False,False,,126,1965-09-01 00:00:00+00:00,2000-05-31 23:59:59+00:00,nein
14602,,Haiming,10.879167,47.25861,663.0,2000-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,False,False,,126,2000-06-01 00:00:00+00:00,2007-07-31 23:59:59+00:00,nein
14603,11309,Haiming,10.88944,47.25972,659.0,2007-08-19 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,126,2007-08-20 00:00:00+00:00,,nein
14605,,Haiming,10.866667,47.266666,660.0,1947-11-01 00:00:00+00:00,1957-04-30 00:00:00+00:00,Tirol,False,False,,126,1947-11-01 00:00:00+00:00,1957-04-30 23:59:59+00:00,nein
14610,,Kühtai,11.013333,47.208332,1970.0,1976-06-01 00:00:00+00:00,1999-12-31 00:00:00+00:00,Tirol,False,False,,,,,nein
14620,,Pioesmes,10.866667,47.049999,1410.0,1967-01-01 00:00:00+00:00,1982-12-31 00:00:00+00:00,Tirol,True,False,,210,1967-01-01 00:00:00+00:00,1982-12-31 23:59:59+00:00,nein
14621,,St. Leonhard-Neurur,10.864445,47.022221,1462.0,1983-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,False,False,,210,1983-01-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
14622,11317,St. Leonhard im Pitztal,10.86556,47.02722,1454.4,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,210,2008-01-01 00:00:00+00:00,,nein
14630,,Umhausen,10.933888,47.137501,1041.0,1936-01-01 00:00:00+00:00,2003-09-30 00:00:00+00:00,Tirol,True,False,,136,1936-01-01 00:00:00+00:00,2003-09-30 23:59:59+00:00,nein
14631,11117,Umhausen,10.92889,47.13917,1035.0,2003-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,136,2003-10-01 00:00:00+00:00,,nein
14701,11324,Neustift/Milders,11.29194,47.10278,1006.6,2004-11-06 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,nein
14800,,Brenner,11.516666,47.0,1450.0,1948-01-01 00:00:00+00:00,1992-12-31 00:00:00+00:00,Tirol,False,False,,16,1948-01-01 00:00:00+00:00,1992-12-31 23:59:59+00:00,nein
14801,11128,Brenner,11.513333,47.005554,1445.0,1992-10-01 00:00:00+00:00,2015-01-31 00:00:00+00:00,Tirol,True,True,,16,1993-01-01 00:00:00+00:00,2007-11-30 23:59:59+00:00,nein
14802,11129,Brenner,11.51083,47.00722,1412.0,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,16,2007-12-01 00:00:00+00:00,,nein
14806,,Patscherkofel,11.45,47.216667,1970.0,1940-08-01 00:00:00+00:00,1946-05-31 00:00:00+00:00,Tirol,True,False,,196,1940-08-01 00:00:00+00:00,1946-05-31 23:59:59+00:00,nein
14807,,Patscherkofel,11.459444,47.216667,2050.0,1946-06-01 00:00:00+00:00,1954-12-31 00:00:00+00:00,Tirol,True,False,,196,1946-06-01 00:00:00+00:00,1954-12-31 23:59:59+00:00,nein
14808,,Patscherkofel,11.45,47.200001,1905.0,1955-01-01 00:00:00+00:00,1958-01-16 00:00:00+00:00,Tirol,True,False,,196,1955-01-01 00:00:00+00:00,1958-01-16 23:59:59+00:00,nein
14809,,Patscherkofel,11.45,47.200001,2045.0,1958-01-17 00:00:00+00:00,1966-12-15 00:00:00+00:00,Tirol,True,False,,196,1958-01-17 00:00:00+00:00,1966-12-15 23:59:59+00:00,nein
14810,,Patscherkofel,11.462222,47.209446,2247.0,1966-12-16 00:00:00+00:00,2010-09-30 00:00:00+00:00,Tirol,True,False,,196,1966-12-16 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
14812,11126,Patscherkofel,11.46222,47.20889,2251.0,1993-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,196,2008-01-01 00:00:00+00:00,,nein
14820,,Rinn,11.484445,47.24889,900.0,1957-01-01 00:00:00+00:00,2000-03-31 00:00:00+00:00,Tirol,True,True,,127,1957-01-01 00:00:00+00:00,2000-03-31 23:59:59+00:00,nein
14821,,Rinn,11.501667,47.25,895.0,2000-04-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,Tirol,False,False,,127,2000-04-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
14822,11123,Rinn,11.50389,47.24917,924.1,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,127,2008-01-01 00:00:00+00:00,,nein
14825,11326,Schmirn,11.58028,47.08722,1464.0,2004-11-06 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,nein
14833,11329,Steinach am Brenner,11.46611,47.09833,1036.0,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,139,2008-01-01 00:00:00+00:00,,nein
14834,,Steinach in Tirol,11.466666,47.083332,1025.0,2009-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,False,False,,,,,nein
14912,11250,Hintertux,11.675,47.10694,1505.0,2013-02-22 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,False,,,,,nein
15000,,Mayrhofen,11.85,47.150002,643.0,1936-01-01 00:00:00+00:00,1992-09-30 00:00:00+00:00,Tirol,False,False,,61,1936-01-01 00:00:00+00:00,1992-08-31 23:59:59+00:00,nein
15001,11322,Mayrhofen,11.850555,47.159443,643.0,1992-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,61,1992-09-01 00:00:00+00:00,2007-08-31 23:59:59+00:00,nein
15002,11330,Mayrhofen,11.85139,47.1625,640.0,2007-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,61,2007-09-01 00:00:00+00:00,,nein
15010,,Zell am Ziller,11.897778,47.233334,585.0,1955-09-01 00:00:00+00:00,1985-12-31 00:00:00+00:00,Tirol,True,False,,114,1955-09-01 00:00:00+00:00,1985-12-31 23:59:59+00:00,nein
15011,,Zell am Ziller/Rohrberg,11.904722,47.255001,595.0,1986-02-01 00:00:00+00:00,1993-01-31 00:00:00+00:00,Tirol,False,False,,114,1986-02-01 00:00:00+00:00,1993-01-31 23:59:59+00:00,nein
15100,,Krimml,12.18333,47.23333,1062.0,1953-06-15 00:00:00+00:00,1979-09-30 00:00:00+00:00,Salzburg,False,False,,47,1953-06-15 00:00:00+00:00,1979-09-30 23:59:59+00:00,nein
15101,,Krimml,12.18333,47.23,1000.0,1983-11-17 00:00:00+00:00,1997-08-31 00:00:00+00:00,Salzburg,True,False,,47,1983-11-17 00:00:00+00:00,1997-08-31 23:59:59+00:00,nein
15105,11136,Krimml,12.18197,47.22911,1008.8,1997-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,47,1997-09-01 00:00:00+00:00,,nein
15210,11252,Virgen,12.45592,47.00278,1211.9,1992-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,nein
15300,,Enzingerboden,12.633333,47.166667,1480.0,1962-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,False,False,,,,,nein
15310,,Mooserboden,12.716666,47.150002,2036.0,1944-09-01 00:00:00+00:00,2008-06-30 00:00:00+00:00,Salzburg,True,False,,,,,nein
15320,,Rudolfshütte,12.61667,47.13333,2304.0,1980-06-01 00:00:00+00:00,1992-11-30 00:00:00+00:00,Salzburg,True,False,,82,1980-06-01 00:00:00+00:00,1992-11-30 23:59:59+00:00,nein
15321,11138,Rudolfshütte,12.62594,47.13492,2317.0,1992-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,82,1992-12-01 00:00:00+00:00,,nein
15322,,Rudolfshütte Weißsee,12.633333,47.133335,2315.0,1961-08-01 00:00:00+00:00,1978-04-30 00:00:00+00:00,Salzburg,False,False,,82,1961-08-01 00:00:00+00:00,1978-04-30 23:59:59+00:00,nein
15330,,Schneiderau,12.6,47.200001,1041.0,1961-06-01 00:00:00+00:00,1980-12-31 00:00:00+00:00,Salzburg,False,False,,,,,nein
15340,,Kals,12.65,47.0,1347.0,1951-05-01 00:00:00+00:00,1984-06-30 00:00:00+00:00,Tirol,False,False,,43,1951-05-01 00:00:00+00:00,1984-06-30 23:59:59+00:00,nein
15341,,Kals/Großdorf,12.633333,47.0,1350.0,1984-07-01 00:00:00+00:00,1993-04-30 00:00:00+00:00,Tirol,False,False,,43,1984-07-01 00:00:00+00:00,1993-04-30 23:59:59+00:00,nein
15343,,Kals,12.646111,47.003334,1338.0,1993-04-30 00:00:00+00:00,2007-12-31 00:00:00+00:00,Tirol,False,False,,43,1993-05-01 00:00:00+00:00,2007-07-31 23:59:59+00:00,nein
15344,11200,Kals,12.6465,47.00478,1352.4,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,43,2007-08-01 00:00:00+00:00,,nein
15400,,Rauris,13.0,47.216667,945.0,1946-04-01 00:00:00+00:00,1989-06-30 00:00:00+00:00,Salzburg,True,False,,78,1946-12-01 00:00:00+00:00,1989-06-30 23:59:59+00:00,nein
15401,,Rauris,12.983334,47.25,916.0,1989-07-01 00:00:00+00:00,1993-12-31 00:00:00+00:00,Salzburg,True,False,,78,1989-07-01 00:00:00+00:00,1993-05-31 23:59:59+00:00,nein
15402,11346,Rauris,12.99262,47.22353,933.8,1992-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,78,1993-06-01 00:00:00+00:00,,nein
15403,,Rauris,13.0,47.233334,943.0,1875-09-01 00:00:00+00:00,1946-11-30 00:00:00+00:00,Salzburg,False,False,,78,1875-09-01 00:00:00+00:00,1946-11-30 23:59:59+00:00,nein
15410,,Sonnblick,12.9575,47.05417,3109.0,1886-10-01 00:00:00+00:00,2008-12-31 00:00:00+00:00,Salzburg,True,True,,213,1886-10-01 00:00:00+00:00,2008-12-31 23:59:59+00:00,nein
15411,11343,Sonnblick,12.9575,47.05417,3109.0,1986-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,213,2009-01-01 00:00:00+00:00,,nein
15412,,Sonnblick Fensterhütte,12.958055,47.055,3105.0,1996-10-01 00:00:00+00:00,2001-10-31 00:00:00+00:00,Salzburg,True,False,,,,,nein
15420,,Heiligenblut,12.847222,47.033333,1242.0,1977-10-01 00:00:00+00:00,1997-03-31 00:00:00+00:00,Kärnten,True,False,,34,1977-10-01 00:00:00+00:00,1997-03-31 23:59:59+00:00,nein
15421,,Heiligenblut,12.8525,47.036388,1315.0,1997-07-01 00:00:00+00:00,1999-12-31 00:00:00+00:00,Kärnten,False,False,,34,1997-07-01 00:00:00+00:00,1999-12-31 23:59:59+00:00,nein
15430,11344,Kolm-Saigurn,12.98472,47.06944,1626.2,1995-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,nein
15500,,Bad Gastein,13.133333,47.116665,1100.0,1976-07-01 00:00:00+00:00,1995-10-31 00:00:00+00:00,Salzburg,True,False,,7,1976-07-01 00:00:00+00:00,1995-10-31 23:59:59+00:00,nein
15501,11372,Bad Gastein,13.13336,47.11056,1092.0,2009-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,7,2010-01-01 00:00:00+00:00,,nein
15504,,Bad Gastein,13.133333,47.116665,1082.0,1926-04-21 00:00:00+00:00,1975-12-31 00:00:00+00:00,Salzburg,True,False,,7,1926-04-21 00:00:00+00:00,1975-12-31 23:59:59+00:00,nein
15505,,Bad Hofgastein,13.105556,47.171944,850.0,1984-05-01 00:00:00+00:00,1995-08-16 00:00:00+00:00,Salzburg,True,False,,,,,nein
15506,,Bad Hofgastein,13.108056,47.161944,842.0,2013-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,False,False,,,,,nein
15509,11179,Großarltal,13.19478,47.24144,882.3,2011-02-14 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,False,,,,,nein
15515,,Bad Gastein/Böckstein,13.120833,47.092777,1100.0,1995-11-01 00:00:00+00:00,2009-12-31 00:00:00+00:00,Salzburg,True,False,,7,1995-11-01 00:00:00+00:00,2009-12-31 23:59:59+00:00,nein
15600,11149,Obertauern,13.56667,47.26667,1742.0,1984-09-01 00:00:00+00:00,1994-03-31 00:00:00+00:00,Salzburg,True,True,,68,1984-09-01 00:00:00+00:00,1994-03-31 23:59:59+00:00,nein
15610,11149,Obertauern,13.55972,47.24889,1772.0,1995-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,68,1995-01-01 00:00:00+00:00,,nein
15623,,Obertauern,13.55,47.25,1775.0,1971-06-01 00:00:00+00:00,1973-09-30 00:00:00+00:00,Salzburg,True,False,,68,1971-06-01 00:00:00+00:00,1973-09-30 23:59:59+00:00,nein
15624,,Obertauern,13.56667,47.25,1755.0,1980-03-01 00:00:00+00:00,1981-12-31 00:00:00+00:00,Salzburg,True,False,,68,1980-03-01 00:00:00+00:00,1981-12-31 23:59:59+00:00,nein
15640,8989078,Kölnbreinsperre,13.346111,47.08305,1916.0,2021-11-23 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,nein
15700,,St. Michael im Lungau,13.65,47.1,1094.0,1968-12-01 00:00:00+00:00,1988-06-30 00:00:00+00:00,Salzburg,True,False,,92,1968-12-01 00:00:00+00:00,1988-06-30 23:59:59+00:00,nein
15701,,St. Michael im Lungau,13.63167,47.095,1049.0,1988-07-01 00:00:00+00:00,2008-10-31 00:00:00+00:00,Salzburg,True,False,,92,1988-07-01 00:00:00+00:00,2008-10-31 23:59:59+00:00,nein
15702,11148,St. Michael im Lungau,13.62269,47.09447,1051.9,2008-06-25 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,92,2008-11-01 00:00:00+00:00,,nein
15706,,Tamsweg,13.833333,47.116665,1024.0,1895-10-01 00:00:00+00:00,1939-01-31 00:00:00+00:00,Salzburg,False,False,,98,1895-10-01 00:00:00+00:00,1939-01-31 23:59:59+00:00,nein
15707,,Tamsweg,13.8,47.116665,1019.0,1943-01-01 00:00:00+00:00,1956-10-20 00:00:00+00:00,Salzburg,False,False,,98,1943-01-01 00:00:00+00:00,1956-10-20 23:59:59+00:00,nein
15708,,Tamsweg,13.833333,47.133335,1019.0,1956-12-02 00:00:00+00:00,1960-10-31 00:00:00+00:00,Salzburg,False,False,,98,1956-12-02 00:00:00+00:00,1960-10-31 23:59:59+00:00,nein
15709,,Tamsweg,13.8,47.116665,1012.0,1960-12-01 00:00:00+00:00,1983-02-28 00:00:00+00:00,Salzburg,False,False,,98,1960-12-01 00:00:00+00:00,1983-02-28 23:59:59+00:00,nein
